name,subtypes,phone,website,address,street,city,county,state,postal_code,latitude,longitude,rating,reviews,reviews_link,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photo,street_view,logo,business_status,working_hours,range,prices,booking_appointment_link,menu_link,about,description,verified,location_link,location_reviews_link,place_id,cid,reviews_id,slug,comunidad_autonoma,email,destacado,activo,prestaciones,descripcion,servicios,facilidades,accesibilidad
Fune Mascotas Villaviciosa de Odón - Incineración de perros y gatos,,+34 919 93 12 27,https://funemascotas.com/madrid/incineracion-mascotas-villaviciosa-odon/,"C. Fuentecilla, 41, 28670 Villaviciosa de Odón, Madrid","C. Fuentecilla, 41",Villaviciosa de Odón,,Madrid,28670,40.3557067,-3.9078265,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zHuT_9mbOBCP1eEfHFbZGg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=143.09227&pitch=0&thumbfov=100,https://lh3.googleusercontent.com/p/AF1QipM1rWWeFj9QZPxJsdW3fnl6LLIPUfkydFDqepSe=w1600-h1000-k-no,https://lh6.googleusercontent.com/-3HpirQvcBIU/AAAAAAAAAAI/AAAAAAAAAAA/ANVMDlV1zJs/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""Abierto 24 horas"", ""martes"": ""Abierto 24 horas"", ""miércoles"": ""Abierto 24 horas"", ""jueves"": ""Abierto 24 horas"", ""viernes"": ""Abierto 24 horas"", ""sábado"": ""Abierto 24 horas"", ""domingo"": ""Abierto 24 horas""}",,,,,"{""Clientela"": {""Amigable con la comunidad LGTBI+"": true, ""Espacio seguro para personas transgénero"": true}, ""Other"": {""Amigable con la comunidad LGTBI+"": true}}",,1,"https://www.google.com/maps/place/Fune+Mascotas+Villaviciosa+de+Od%C3%B3n+-+Incineraci%C3%B3n+de+perros+y+gatos/@40.3557067,-3.9078264999999996,14z/data=!4m8!1m2!2m1!1sFune+Mascotas+Villaviciosa+de+Od%C3%B3n+-+Incineraci%C3%B3n+de+perros+y+gatos!3m4!1s0xd4191e56580380b:0x7509af8a98965fe6!8m2!3d40.3557067!4d-3.9078264999999996","https://www.google.com/maps/place/Fune+Mascotas+Villaviciosa+de+Od%C3%B3n+-+Incineraci%C3%B3n+de+perros+y+gatos/@40.3557067,-3.9078264999999996,13.99z/data=!4m16!1m7!3m6!1s0xd4191e56580380b:0x7509af8a98965fe6!2sFune+Mascotas+Villaviciosa+de+Od%C3%B3n+-+Incineraci%C3%B3n+de+perros+y+gatos!8m2!3d40.3557067!4d-3.9078264999999996!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd4191e56580380b:0x7509af8a98965fe6!8m2!3d40.3557067!4d-3.9078264999999996!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJCziAZeWRQQ0R5l-WmIqvCXU,"8,43E+18",,fune-mascotas-villaviciosa-de-odon--incineracion-de-perros-y-gatos,Comunidad de Madrid,,0,1,"Clientela: Amigable con la comunidad LGTBI+: Sí, Espacio seguro para personas transgénero: Sí, Other: Amigable con la comunidad LGTBI+: Sí",,,,
Fune Mascotas Brunete,,+34 919 93 12 27,https://funemascotas.com/madrid/incineracion-mascotas-brunete/,"C. Real de San Sebastián, 20, 28690 Brunete, Madrid","C. Real de San Sebastián, 20",Brunete,,Madrid,28690,40.401878,-3.9965746,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SdzRqS2QQNpOMKlsJiGy7Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=277.43457&pitch=0&thumbfov=100,https://lh3.googleusercontent.com/p/AF1QipOaqLy74TJU3Xs_wFqQf53J8oIz5KwFn90gSUI7=w1600-h1000-k-no,https://lh3.googleusercontent.com/-Hig0M_znBfg/AAAAAAAAAAI/AAAAAAAAAAA/hKbboR7rl94/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""Abierto 24 horas"", ""martes"": ""Abierto 24 horas"", ""miércoles"": ""Abierto 24 horas"", ""jueves"": ""Abierto 24 horas"", ""viernes"": ""Abierto 24 horas"", ""sábado"": ""Abierto 24 horas"", ""domingo"": ""Abierto 24 horas""}",,,,,,,1,"https://www.google.com/maps/place/Fune+Mascotas+Brunete/@40.401877999999996,-3.9965745999999998,14z/data=!4m8!1m2!2m1!1sFune+Mascotas+Brunete!3m4!1s0xd419742dced89f3:0xb12327a27a9e16fb!8m2!3d40.401877999999996!4d-3.9965745999999998","https://www.google.com/maps/place/Fune+Mascotas+Brunete/@40.401877999999996,-3.9965745999999998,13.99z/data=!4m16!1m7!3m6!1s0xd419742dced89f3:0xb12327a27a9e16fb!2sFune+Mascotas+Brunete!8m2!3d40.401877999999996!4d-3.9965745999999998!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd419742dced89f3:0xb12327a27a9e16fb!8m2!3d40.401877999999996!4d-3.9965745999999998!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ84nt3EKXQQ0R-xaeeqInI7E,"1,28E+19",,fune-mascotas-brunete,Comunidad de Madrid,,0,1,,,,,
Fune Mascotas Colmenar Viejo,,+34 919 93 12 27,https://funemascotas.com/madrid/incineracion-mascotas-colmenar-viejo/,"C. de los Frailes, 2, 28770 Colmenar Viejo, Madrid","C. de los Frailes, 2",Colmenar Viejo,,Madrid,28770,40.6599416,-3.7687793,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t8eW5JWusttJmgqXx88PxA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=40.899506&pitch=0&thumbfov=100,https://lh3.googleusercontent.com/p/AF1QipNJi4jFy1AykBj6vu2quPXeSCQaWBNZKQ8dLiGq=w1600-h1000-k-no,https://lh4.googleusercontent.com/-6N6ofqT7qHg/AAAAAAAAAAI/AAAAAAAAAAA/xMKA4ZAu-UE/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""Abierto 24 horas"", ""martes"": ""Abierto 24 horas"", ""miércoles"": ""Abierto 24 horas"", ""jueves"": ""Abierto 24 horas"", ""viernes"": ""Abierto 24 horas"", ""sábado"": ""Abierto 24 horas"", ""domingo"": ""Abierto 24 horas""}",,,,,,,1,"https://www.google.com/maps/place/Fune+Mascotas+Colmenar+Viejo/@40.659941599999996,-3.7687793,14z/data=!4m8!1m2!2m1!1sFune+Mascotas+Colmenar+Viejo!3m4!1s0xd417d648d46cbd1:0x4e9f3582c4756a5b!8m2!3d40.659941599999996!4d-3.7687793","https://www.google.com/maps/place/Fune+Mascotas+Colmenar+Viejo/@40.659941599999996,-3.7687793,13.99z/data=!4m16!1m7!3m6!1s0xd417d648d46cbd1:0x4e9f3582c4756a5b!2sFune+Mascotas+Colmenar+Viejo!8m2!3d40.659941599999996!4d-3.7687793!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd417d648d46cbd1:0x4e9f3582c4756a5b!8m2!3d40.659941599999996!4d-3.7687793!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ0ctGjWR9QQ0RW2p1xII1n04,"5,67E+18",,fune-mascotas-colmenar-viejo,Comunidad de Madrid,,0,1,,,,,
Eternal Servicios Funerarios Para Mascotas,Servicio de cremación,+34 624 40 01 95,https://www.tanatorioeternal.com/,"C. Oficios, 44, 45529 Yuncler, Toledo","C. Oficios, 44",Yuncler,,Toledo,45529,40.0454867,-3.9185682,4.9,153,https://search.google.com/local/reviews?placeid=ChIJJQYmz-3lQQ0RdgoeNJkHHUg&q=*&authuser=0&hl=es&gl=ES,"{""1"": 1, ""2"": 0, ""3"": 1, ""4"": 4, ""5"": 147}",1,0,1,4,147,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwhR91uh9KDIhuTsv8BvNPdmFclPSssEWXRMuwIPyOGmdJ3gI9uIjb_DR00PfrTutdT05Bw8V2GAds-Rg_8fz5b_smbvp094Lzbcdf8b5e54iIhrHInehV5hl1MdWheZVtCRF-6SA=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwhR91uh9KDIhuTsv8BvNPdmFclPSssEWXRMuwIPyOGmdJ3gI9uIjb_DR00PfrTutdT05Bw8V2GAds-Rg_8fz5b_smbvp094Lzbcdf8b5e54iIhrHInehV5hl1MdWheZVtCRF-6SA=w1600-h1000-k-no,https://lh6.googleusercontent.com/-k2dNwZSlGCA/AAAAAAAAAAI/AAAAAAAAAAA/1PIEZexOOB8/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""9:00-19:00"", ""martes"": ""9:00-19:00"", ""miércoles"": ""9:00-19:00"", ""jueves"": ""9:00-19:00"", ""viernes"": ""9:00-19:00"", ""sábado"": ""9:00-14:00"", ""domingo"": ""Cerrado""}",,,,,"{""Accesibilidad"": {""Acceso para sillas de ruedas"": true, ""Aparcamiento adaptado para sillas de ruedas"": true}}",,1,"https://www.google.com/maps/place/Eternal+Servicios+Funerarios+Para+Mascotas/@40.0454867,-3.9185681999999997,14z/data=!4m8!1m2!2m1!1sEternal+Servicios+Funerarios+Para+Mascotas!3m4!1s0xd41e5edcf260625:0x481d0799341e0a76!8m2!3d40.0454867!4d-3.9185681999999997","https://www.google.com/maps/place/Eternal+Servicios+Funerarios+Para+Mascotas/@40.0454867,-3.9185681999999997,13.99z/data=!4m16!1m7!3m6!1s0xd41e5edcf260625:0x481d0799341e0a76!2sEternal+Servicios+Funerarios+Para+Mascotas!8m2!3d40.0454867!4d-3.9185681999999997!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd41e5edcf260625:0x481d0799341e0a76!8m2!3d40.0454867!4d-3.9185681999999997!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJJQYmz-3lQQ0RdgoeNJkHHUg,"5,20E+18","5,20E+18",eternal-servicios-funerarios-para-mascotas,Castilla-La Mancha,,0,1,"Accesibilidad: Acceso para sillas de ruedas: Sí, Aparcamiento adaptado para sillas de ruedas: Sí",,,,
Fune Mascotas Villanueva de la Cañada,,+34 919 93 12 27,https://funemascotas.com/madrid/incineracion-mascotas-villanueva-de-la-canada/,"C. Comadre, 5, 28691 Villanueva de la Cañada, Madrid","C. Comadre, 5",Villanueva de la Cañada,,Madrid,28691,40.4469439,-4.0043676,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eFpbIzQQPiN41F1_a5DTXg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=267.85568&pitch=0&thumbfov=100,https://lh3.googleusercontent.com/p/AF1QipOH9deSDnEwUGADb2nwbSE5DqEeRnoaiaiGoTC5=w1600-h1000-k-no,https://lh6.googleusercontent.com/-L9MnnKITsHs/AAAAAAAAAAI/AAAAAAAAAAA/q_F-UrPXac0/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""Abierto 24 horas"", ""martes"": ""Abierto 24 horas"", ""miércoles"": ""Abierto 24 horas"", ""jueves"": ""Abierto 24 horas"", ""viernes"": ""Abierto 24 horas"", ""sábado"": ""Abierto 24 horas"", ""domingo"": ""Abierto 24 horas""}",,,,,"{""Clientela"": {""Amigable con la comunidad LGTBI+"": true, ""Espacio seguro para personas transgénero"": true}, ""Other"": {""Amigable con la comunidad LGTBI+"": true}}",,1,"https://www.google.com/maps/place/Fune+Mascotas+Villanueva+de+la+Ca%C3%B1ada/@40.4469439,-4.0043676,14z/data=!4m8!1m2!2m1!1sFune+Mascotas+Villanueva+de+la+Ca%C3%B1ada!3m4!1s0xd4199fb15f9b28f:0x7e604c8c2ca6bec1!8m2!3d40.4469439!4d-4.0043676","https://www.google.com/maps/place/Fune+Mascotas+Villanueva+de+la+Ca%C3%B1ada/@40.4469439,-4.0043676,13.99z/data=!4m16!1m7!3m6!1s0xd4199fb15f9b28f:0x7e604c8c2ca6bec1!2sFune+Mascotas+Villanueva+de+la+Ca%C3%B1ada!8m2!3d40.4469439!4d-4.0043676!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd4199fb15f9b28f:0x7e604c8c2ca6bec1!8m2!3d40.4469439!4d-4.0043676!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJj7L5FfuZQQ0Rwb6mLIxMYH4,"9,11E+18",,fune-mascotas-villanueva-de-la-canada,Comunidad de Madrid,,0,1,"Clientela: Amigable con la comunidad LGTBI+: Sí, Espacio seguro para personas transgénero: Sí, Other: Amigable con la comunidad LGTBI+: Sí",,,,
Cremaguada Crematorio de Mascotas,,+34 689 04 21 81,https://www.cremaguada.com/,"Calle Francisco de Medina y Mendoza, 41, P.I, 2, PARCELA 19 NAVE 3, 19171 Cabanillas del Campo, Guadalajara","Calle Francisco de Medina y Mendoza, 41, P.I, 2, PARCELA 19 NAVE 3",Cabanillas del Campo,,Guadalajara,19171,40.6084707,-3.2137093,5,171,https://search.google.com/local/reviews?placeid=ChIJ-bkZ_ZmtQw0RIDTAS680uAU&q=*&authuser=0&hl=es&gl=ES,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 171}",0,0,0,0,171,https://lh3.googleusercontent.com/p/AF1QipOrpYPS1bKg125pIzmStfJhqR20QYeFN3aOvl9e=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOrpYPS1bKg125pIzmStfJhqR20QYeFN3aOvl9e=w1600-h1000-k-no,https://lh6.googleusercontent.com/-H1S4-rphaXA/AAAAAAAAAAI/AAAAAAAAAAA/EbVsY5_UyN4/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""Abierto 24 horas"", ""martes"": ""Abierto 24 horas"", ""miércoles"": ""Abierto 24 horas"", ""jueves"": ""Abierto 24 horas"", ""viernes"": ""Abierto 24 horas"", ""sábado"": ""Abierto 24 horas"", ""domingo"": ""Abierto 24 horas""}",,,,,"{""Opciones de servicio"": {""Ofrece asistencia en otros idiomas"": true}, ""Accesibilidad"": {""Acceso para sillas de ruedas"": true, ""Aseo adaptado para sillas de ruedas"": true, ""Asientos adaptados sillas de ruedas"": true}, ""Servicios"": {""Aseos unisex"": true}, ""Clientela"": {""Amigable con la comunidad LGTBI+"": true, ""Espacio seguro para personas transgénero"": true}, ""Other"": {""Amigable con la comunidad LGTBI+"": true}}",,1,"https://www.google.com/maps/place/Cremaguada+Crematorio+de+Mascotas/@40.6084707,-3.2137092999999997,14z/data=!4m8!1m2!2m1!1sCremaguada+Crematorio+de+Mascotas!3m4!1s0xd43ad99fd19b9f9:0x5b834af4bc03420!8m2!3d40.6084707!4d-3.2137092999999997","https://www.google.com/maps/place/Cremaguada+Crematorio+de+Mascotas/@40.6084707,-3.2137092999999997,13.99z/data=!4m16!1m7!3m6!1s0xd43ad99fd19b9f9:0x5b834af4bc03420!2sCremaguada+Crematorio+de+Mascotas!8m2!3d40.6084707!4d-3.2137092999999997!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd43ad99fd19b9f9:0x5b834af4bc03420!8m2!3d40.6084707!4d-3.2137092999999997!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ-bkZ_ZmtQw0RIDTAS680uAU,"4,12E+17","4,12E+17",cremaguada-crematorio-de-mascotas,Castilla-La Mancha,,0,1,"Opciones de servicio: Ofrece asistencia en otros idiomas: Sí, Accesibilidad: Acceso para sillas de ruedas: Sí, Aseo adaptado para sillas de ruedas: Sí, Asientos adaptados sillas de ruedas: Sí, Servicios: Aseos unisex: Sí, Clientela: Amigable con la comunidad LGTBI+: Sí, Espacio seguro para personas transgénero: Sí, Other: Amigable con la comunidad LGTBI+: Sí",,,,
Cementerio de Animales “El Recuerdo”,Cementerio de mascotas,+34 611 68 27 52,http://www.cementerioanimaleselrecuerdo.es/,"Polígono Las Azuelas, 18, parcela 35, 45314 Ciruelos, Toledo","Polígono Las Azuelas, 18, parcela 35",Ciruelos,,Toledo,45314,39.9464711,-3.631198,5,34,https://search.google.com/local/reviews?placeid=ChIJwfKrHe4HQg0R9SaQ75yr9_o&q=*&authuser=0&hl=es&gl=ES,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 34}",0,0,0,0,34,https://lh3.googleusercontent.com/p/AF1QipNLeNzXxGXnTgkiBAGasGRju583L5Lhtf1ICM8-=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNLeNzXxGXnTgkiBAGasGRju583L5Lhtf1ICM8-=w1600-h1000-k-no,https://lh6.googleusercontent.com/-EH5yzC98N3Q/AAAAAAAAAAI/AAAAAAAAAAA/oU78OWlSf9k/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""Abierto 24 horas"", ""martes"": ""Abierto 24 horas"", ""miércoles"": ""Abierto 24 horas"", ""jueves"": ""Abierto 24 horas"", ""viernes"": ""Abierto 24 horas"", ""sábado"": ""Abierto 24 horas"", ""domingo"": ""Abierto 24 horas""}",,,,,,,1,"https://www.google.com/maps/place/Cementerio+de+Animales+%E2%80%9CEl+Recuerdo%E2%80%9D/@39.9464711,-3.631198,14z/data=!4m8!1m2!2m1!1sCementerio+de+Animales+%E2%80%9CEl+Recuerdo%E2%80%9D!3m4!1s0xd4207ee1dabf2c1:0xfaf7ab9cef9026f5!8m2!3d39.9464711!4d-3.631198","https://www.google.com/maps/place/Cementerio+de+Animales+%E2%80%9CEl+Recuerdo%E2%80%9D/@39.9464711,-3.631198,13.99z/data=!4m16!1m7!3m6!1s0xd4207ee1dabf2c1:0xfaf7ab9cef9026f5!2sCementerio+de+Animales+%E2%80%9CEl+Recuerdo%E2%80%9D!8m2!3d39.9464711!4d-3.631198!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd4207ee1dabf2c1:0xfaf7ab9cef9026f5!8m2!3d39.9464711!4d-3.631198!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJwfKrHe4HQg0R9SaQ75yr9_o,"1,81E+19","-3,63E+17",cementerio-de-animales-“el-recuerdo”,Castilla-La Mancha,,0,1,,,,,
Incivet Tanatorio Crematorio de Mascotas,,+34 913 18 69 93,http://www.incivet.es/,"C. Marqués de Villanueva de la Sagra, 49, 28694 Chapinería, Madrid","C. Marqués de Villanueva de la Sagra, 49",Chapinería,,Madrid,28694,40.3798604,-4.2186172,4.8,242,https://search.google.com/local/reviews?placeid=ChIJxciWST67QQ0Rgb7JAxqWWWU&q=*&authuser=0&hl=es&gl=ES,"{""1"": 9, ""2"": 2, ""3"": 2, ""4"": 3, ""5"": 226}",9,2,2,3,226,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQNqX1WQ6DmShF9rYuEJv9TW-Rw9D9o9AAE652OkWK3wLpVpArBa08i-O7anaFhGU3F0ox7DXwh9LtB2g_pyD4mumWDRtGIsz67cstWaPchAnfmmgwsfd4FymkaC3EIEgChkpgHxysO31v=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQNqX1WQ6DmShF9rYuEJv9TW-Rw9D9o9AAE652OkWK3wLpVpArBa08i-O7anaFhGU3F0ox7DXwh9LtB2g_pyD4mumWDRtGIsz67cstWaPchAnfmmgwsfd4FymkaC3EIEgChkpgHxysO31v=w1600-h1000-k-no,https://lh6.googleusercontent.com/-AWaCNKHtPn8/AAAAAAAAAAI/AAAAAAAAAAA/hmzCga58TAc/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""8:00-21:00"", ""martes"": ""8:00-21:00"", ""miércoles"": ""8:00-21:00"", ""jueves"": ""8:00-21:00"", ""viernes"": ""8:00-21:00"", ""sábado"": ""8:00-15:00"", ""domingo"": ""Cerrado""}",,,,,"{""Accesibilidad"": {""Acceso para sillas de ruedas"": true, ""Aseo adaptado para sillas de ruedas"": true}, ""Servicios"": {""Aseos unisex"": true}}",,1,"https://www.google.com/maps/place/Incivet+Tanatorio+Crematorio+de+Mascotas/@40.3798604,-4.2186172,14z/data=!4m8!1m2!2m1!1sIncivet+Tanatorio+Crematorio+de+Mascotas!3m4!1s0xd41bb3e4996c8c5:0x6559961a03c9be81!8m2!3d40.3798604!4d-4.2186172","https://www.google.com/maps/place/Incivet+Tanatorio+Crematorio+de+Mascotas/@40.3798604,-4.2186172,13.99z/data=!4m16!1m7!3m6!1s0xd41bb3e4996c8c5:0x6559961a03c9be81!2sIncivet+Tanatorio+Crematorio+de+Mascotas!8m2!3d40.3798604!4d-4.2186172!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd41bb3e4996c8c5:0x6559961a03c9be81!8m2!3d40.3798604!4d-4.2186172!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJxciWST67QQ0Rgb7JAxqWWWU,"7,30E+18","7,30E+18",incivet-tanatorio-crematorio-de-mascotas,Comunidad de Madrid,,0,1,"Accesibilidad: Acceso para sillas de ruedas: Sí, Aseo adaptado para sillas de ruedas: Sí, Servicios: Aseos unisex: Sí",,,,
Illarcuris. Crematorio De Mascotas,"Servicio de cremación, Peluquero de mascotas",+34 925 51 32 09,,"Calle Costa Brava, Polígono industrial, 15, sector 22, 45210 Yuncos, Toledo","Calle Costa Brava, Polígono industrial, 15, sector 22",Yuncos,,Toledo,45210,40.0747003,-3.8896205,4,10,https://search.google.com/local/reviews?placeid=ChIJvZeqX3DxQQ0RRReiUz_4lFM&q=*&authuser=0&hl=es&gl=ES,"{""1"": 2, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 6}",2,0,0,2,6,https://lh3.googleusercontent.com/p/AF1QipOo-rBNxqedwAxErqjcjho-1ma4BQLusY-398Nx=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOo-rBNxqedwAxErqjcjho-1ma4BQLusY-398Nx=w1600-h1000-k-no,https://lh4.googleusercontent.com/-MWFTFmFvpFI/AAAAAAAAAAI/AAAAAAAAAAA/CHRoGa2_PpY/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,,,,,,,,1,"https://www.google.com/maps/place/Illarcuris.+Crematorio+De+Mascotas/@40.074700299999996,-3.8896205,14z/data=!4m8!1m2!2m1!1sIllarcuris.+Crematorio+De+Mascotas!3m4!1s0xd41f1705faa97bd:0x5394f83f53a21745!8m2!3d40.074700299999996!4d-3.8896205","https://www.google.com/maps/place/Illarcuris.+Crematorio+De+Mascotas/@40.074700299999996,-3.8896205,13.99z/data=!4m16!1m7!3m6!1s0xd41f1705faa97bd:0x5394f83f53a21745!2sIllarcuris.+Crematorio+De+Mascotas!8m2!3d40.074700299999996!4d-3.8896205!16s%2Fg%2F11ckvg1dmb!3m7!1s0xd41f1705faa97bd:0x5394f83f53a21745!8m2!3d40.074700299999996!4d-3.8896205!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJvZeqX3DxQQ0RRReiUz_4lFM,"6,02E+18","6,02E+18",illarcuris-crematorio-de-mascotas,Castilla-La Mancha,,0,1,,,,,
Tanatori de Mascotes - Barcelona,"Funeraria, Planta incineradora",+34 625 37 98 94,http://www.tanatoridemascotes.com/,"Vía Trajana, 56, Sant Martí, 08020 Barcelona","Vía Trajana, 56",Barcelona,Sant Martí,Barcelona,8020,41.4286552,2.1994355,4.9,317,https://search.google.com/local/reviews?placeid=ChIJN0okzMi8pBIRdtfwru_xqAQ&q=*&authuser=0&hl=es&gl=ES,"{""1"": 10, ""2"": 1, ""3"": 0, ""4"": 4, ""5"": 302}",10,1,0,4,302,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyEGLl-vcGaV5sW56-TrrL_szT2PR5YZyHygzdtJIQFqz6o55GFtNdr-SgUrwpUHoetwZMlnF1j6yb6LbyX5QwEmAsSadDddlAeTuClw9hyK07G0tMFqJ7ytq-VnOSfoBlHYpdt=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyEGLl-vcGaV5sW56-TrrL_szT2PR5YZyHygzdtJIQFqz6o55GFtNdr-SgUrwpUHoetwZMlnF1j6yb6LbyX5QwEmAsSadDddlAeTuClw9hyK07G0tMFqJ7ytq-VnOSfoBlHYpdt=w1600-h1000-k-no,https://lh3.googleusercontent.com/-L18lpq4tgeA/AAAAAAAAAAI/AAAAAAAAAAA/D_JLSfa62WA/s44-p-k-no-ns-nd/photo.jpg,OPERATIONAL,"{""lunes"": ""10:00-17:00"", ""martes"": ""10:00-17:00"", ""miércoles"": ""10:00-17:00"", ""jueves"": ""10:00-17:00"", ""viernes"": ""10:00-17:00"", ""sábado"": ""Cerrado"", ""domingo"": ""Cerrado""}",,,,,"{""Accesibilidad"": {""Acceso para sillas de ruedas"": true, ""Aparcamiento adaptado para sillas de ruedas"": true}}",,1,"https://www.google.com/maps/place/Tanatori+de+Mascotes+-+Barcelona/@41.4286552,2.1994355,14z/data=!4m8!1m2!2m1!1sTanatori+de+Mascotes+-+Barcelona!3m4!1s0x12a4bcc8cc244a37:0x4a8f1efaef0d776!8m2!3d41.4286552!4d2.1994355","https://www.google.com/maps/place/Tanatori+de+Mascotes+-+Barcelona/@41.4286552,2.1994355,13.99z/data=!4m16!1m7!3m6!1s0x12a4bcc8cc244a37:0x4a8f1efaef0d776!2sTanatori+de+Mascotes+-+Barcelona!8m2!3d41.4286552!4d2.1994355!16s%2Fg%2F11ckvg1dmb!3m7!1s0x12a4bcc8cc244a37:0x4a8f1efaef0d776!8m2!3d41.4286552!4d2.1994355!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJN0okzMi8pBIRdtfwru_xqAQ,"3,36E+17","3,36E+17",tanatori-de-mascotes--barcelona,Cataluña,,0,1,"Accesibilidad: Acceso para sillas de ruedas: Sí, Aparcamiento adaptado para sillas de ruedas: Sí",,,,
